Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023017 - 3,0.01,Revenue,,
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023018 - 3,0.01,Revenue,,
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023019 - 3,0.01,Revenue,,
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023020 - 3,0.01,Revenue,,
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023021 - 3,0.01,Revenue,,
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023024 - 3,0.01,Revenue,,
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023027 - 3,0.01,Revenue,,
OCC,General Fund,Difference A/c,Z910198,16/01/2018,47023028 - 3,0.01,Revenue,,
OCC,Assistant Chief Executive,General Contracted Services,D3401,09/01/2018,1042213 - 0,1400.00,Revenue,20015995,OXFORD DIGITAL MEDIA LTD
OCC,Assistant Chief Executive,General Contracted Services,D3401,09/01/2018,1042294 - 0,500.00,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,Assistant Chief Executive,Books & Publications,D3302,16/01/2018,1042642 - 0,1695.00,Revenue,20018192,NLA MEDIA ACCESS LIMITED
OCC,Assistant Chief Executive,General Contracted Services,D3401,09/01/2018,1042744 - 0,3500.00,Revenue,20010106,DESIGNS ON LTD
OCC,Transformation,Temporary Bureau Staffing,A0108,16/01/2018,1042781 - 0,3000.00,Revenue,20006509,SOCITM LIMITED
OCC,Transformation,Temporary Bureau Staffing,A0108,30/01/2018,1042915 - 0,600.00,Revenue,20006509,SOCITM LIMITED
OCC,Transformation,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 13,34708.36,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,General Contracted Services,D3401,30/01/2018,1041318 - 1,625.00,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,Main Contractor,Y021,16/01/2018,1042181 - 0,2600.00,Capital,20019582,BARTEC AUDIO ID LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,09/01/2018,1042259 - 0,2827.89,Revenue,20018969,ARCUS GLOBAL LIMITED
OCC,Business Improvement,Consultants Fees,D3411,09/01/2018,1042275 - 0,17000.00,Revenue,20019665,SOLACE IN BUSINESS LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,09/01/2018,1042292 - 0,1000.00,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
OCC,Business Improvement,General Contracted Services,D3401,09/01/2018,1042422 - 0,1058.00,Revenue,20018450,CLEAR AND CREATIVE COMMUNICATIONS
OCC,Business Improvement,Postage & Carriage,D3501,09/01/2018,1042519 - 0,812.90,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Consultants Fees - Site Survey,Y169,09/01/2018,1042548 - 0,1800.00,Capital,20019716,KINGSLEY CIS LTD
OCC,Business Improvement,Postage & Carriage,D3501,09/01/2018,1042672 - 0,955.24,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,09/01/2018,1042762 - 1,784.00,Revenue,20006940,BT GLOBAL SERVICES
OCC,Business Improvement,Instructors & Coaching Fees,D3413,09/01/2018,1042766 - 0,2990.00,Revenue,20017483,THE KNOWLEDGE ACADEMY LTD.
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,09/01/2018,1042770 - 0,480.00,Revenue,20018572,AGILE COLLECTIVE LTD
OCC,Business Improvement,Hardware Purchase,D3520,30/01/2018,1042790 - 0,1825.00,Revenue,20012388,BT BUSINESS DIRECT
OCC,Business Improvement,General Contracted Services,D3401,16/01/2018,1042829 - 0,1900.00,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,General Contracted Services,D3401,16/01/2018,1042830 - 0,48120.91,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,Consultants Fees,D3411,30/01/2018,1042836 - 0,5151.88,Revenue,20017632,DURADIAMOND HEALTHCARE LTD
OCC,Business Improvement,Software Purchase,D3511,30/01/2018,1042839 - 0,7462.00,Revenue,20019122,TEXTHELP LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,16/01/2018,1042842 - 0,2619.64,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
OCC,Business Improvement,Miscellaneous Fees,Y173,16/01/2018,1042847 - 0,4550.00,Capital,20019582,BARTEC AUDIO ID LTD
OCC,Business Improvement,External Telephone Charges,D3503,16/01/2018,1042867 - 1,812.59,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
OCC,Business Improvement,Network Rental,D3531,16/01/2018,1042869 - 1,3264.03,Revenue,20016588,VODAFONE LTD
OCC,Business Improvement,External Telephone Charges,D3503,16/01/2018,1042877 - 1,57353.03,Revenue,20006940,BT GLOBAL SERVICES
OCC,Business Improvement,External Telephone Charges,D3503,16/01/2018,1042878 - 1,7496.67,Revenue,20006940,BT GLOBAL SERVICES
OCC,Business Improvement,Main Contractor,Y021,16/01/2018,1042897 - 0,1520.00,Capital,20019724,TECHBUYER LTD
OCC,Business Improvement,Compliance Training (H&S),A0630,16/01/2018,1042898 - 0,1665.00,Revenue,20013046,ST JOHN AMBULANCE
OCC,Business Improvement,Hospitality,D3803,23/01/2018,1042949 - 0,750.00,Revenue,20008142,TRAX
OCC,Business Improvement,Equipment Hire Charges,D3006,16/01/2018,1042969 - 0,550.00,Revenue,20009918,OXFORDSHIRE COUNTY COUNCIL
OCC,Business Improvement,Network Rental,D3531,16/01/2018,1043000 - 1,11645.55,Revenue,20016588,VODAFONE LTD
OCC,Business Improvement,Main Contractor,Y021,23/01/2018,1043010 - 0,618.20,Capital,20012388,BT BUSINESS DIRECT
OCC,Business Improvement,Postage & Carriage,D3501,16/01/2018,1043012 - 0,599.58,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,General Stationery Supplies,D3301,30/01/2018,1043014 - 0,1275.05,Revenue,20007849,LYRECO UK LTD
OCC,Business Improvement,General Contracted Services,D3401,16/01/2018,1043025 - 0,1400.00,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,General Contracted Services,D3401,16/01/2018,1043028 - 0,825.00,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,External Telephone Charges,D3503,30/01/2018,1043049 - 1,21909.78,Revenue,20006940,BT GLOBAL SERVICES
OCC,Business Improvement,Consultants Fees,D3411,23/01/2018,1043101 - 0,15000.00,Revenue,20019775,THE INSTITUTE OF CUSTOMER SERVICE
OCC,Business Improvement,Postage & Carriage,D3501,30/01/2018,1043119 - 0,430.63,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Software Purchase,D3511,23/01/2018,1043124 - 0,1040.00,Revenue,20019645,FLOODLIGHT VENTURES LTD. T/A PITCHBOOKING
OCC,Business Improvement,Network Rental,D3531,30/01/2018,1043190 - 1,4352.38,Revenue,20016588,VODAFONE LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,30/01/2018,1043194 - 1,784.00,Revenue,20006940,BT GLOBAL SERVICES
OCC,Business Improvement,General Contracted Services,D3401,30/01/2018,1043241 - 0,2166.67,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,Contract Printing (External),D3303,30/01/2018,1043259 - 0,1593.04,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Postage & Carriage,D3501,30/01/2018,1043260 - 0,9997.36,Revenue,20019101,CRITIQOM LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,30/01/2018,1043275 - 0,8090.00,Revenue,20017360,CALLCREDIT PUBLIC SECTOR LTD
OCC,Business Improvement,Consultants Fees,D3411,30/01/2018,1043291 - 0,625.00,Revenue,20007875,MIDLAND HR
OCC,Business Improvement,Police Checks,D3429,30/01/2018,1043293 - 0,576.50,Revenue,20010933,KENT COUNTY COUNCIL
OCC,Business Improvement,External Telephone Charges,D3503,30/01/2018,1043322 - 1,19691.63,Revenue,20006940,BT GLOBAL SERVICES
OCC,Business Improvement,Consultants Fees - Site Survey,Y169,30/01/2018,1043334 - 0,950.00,Capital,20019354,INTEGRA ASSOCIATES
OCC,Business Improvement,Consultants Fees,D3411,16/01/2018,46296380 - 17,84.00,Revenue,20011499,TOPS
OCC,Business Improvement,Consultants Fees,D3411,16/01/2018,46296380 - 20,42.00,Revenue,20011499,TOPS
OCC,Business Improvement,Main Contractor,Y021,16/01/2018,46296428 - 10,9732.80,Capital,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 11,2700.92,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 12,22026.69,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 16,4003.05,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 17,3505.75,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 18,4813.62,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Business Improvement,Electricity,B1501,30/01/2018,47023319 - 0,1156.55,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Welfare Reform Team,Grants,D3701,16/01/2018,1042797 - 0,11415.57,Revenue,20008142,TRAX
OCC,Welfare Reform Team,Subscriptions,D3703,30/01/2018,1042840 - 0,1095.00,Revenue,20007844,IRRV
OCC,Welfare Reform Team,Staff Advertising,A0702,16/01/2018,1042997 - 0,489.65,Revenue,20011917,PASSION   RADIO OXFORD LTD
OCC,Welfare Reform Team,Staff Advertising,A0702,30/01/2018,1043082 - 0,828.59,Revenue,20011917,PASSION   RADIO OXFORD LTD
OCC,Welfare Reform Team,Advertising & Publicity,D3802,30/01/2018,1043087 - 0,2655.00,Revenue,20011917,PASSION   RADIO OXFORD LTD
OCC,Welfare Reform Team,Advertising & Publicity,D3802,23/01/2018,1043126 - 0,1790.00,Revenue,20011917,PASSION   RADIO OXFORD LTD
OCC,Welfare Reform Team,Grants,D3701,30/01/2018,1043349 - 0,6682.50,Revenue,20008780,LEYS NEWS LTD
OCC,Welfare Reform Team,Grants,D3701,30/01/2018,1043350 - 0,11673.00,Revenue,20009131,FILM OXFORD
OCC,Welfare Reform Team,Grants,D3701,30/01/2018,1043353 - 0,4385.75,Revenue,20009449,OXFORDSHIRE PLAY ASSOCIATION
OCC,Regeneration & Economy,Consultants Fees,D3411,09/01/2018,1041841 - 0,1666.67,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,Consultants Fees,D3411,05/01/2018,1042250 - 0,2800.00,Revenue,20019171,GREEN & PARTNERS
OCC,Regeneration & Economy,Main Contractor,Y021,09/01/2018,1042571 - 0,1000.00,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,General Contracted Services,D3401,09/01/2018,1042615 - 0,500.00,Revenue,20003025,PETE RUSSELL
OCC,Regeneration & Economy,Consultants Fees,D3411,09/01/2018,1042646 - 0,2500.00,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,Consultants Fees,D3411,09/01/2018,1042670 - 0,1666.67,Revenue,20003549,BOSSOMS BOATYARD LTD
OCC,Regeneration & Economy,Main Contractor,Y021,09/01/2018,1042746 - 0,1900.00,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Main Contractor,Y021,09/01/2018,1042747 - 0,5250.00,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,Consultants Fees,D3411,09/01/2018,1042755 - 0,1905.00,Revenue,20010039,MARRIOTTS
OCC,Regeneration & Economy,General Contracted Services,D3401,23/01/2018,1042765 - 0,2000.00,Revenue,20019730,CURRIE AND BROWN UK LTD
OCC,Regeneration & Economy,Corporate Design,D3444,16/01/2018,1042792 - 0,1129.35,Revenue,20011610,KINGDOM SIGNS LIMITED
OCC,Regeneration & Economy,Consultants Fees,D3411,16/01/2018,1042793 - 0,2326.95,Revenue,20018047,TURLEY ASSOCIATES
OCC,Regeneration & Economy,Advertising & Publicity,D3802,09/01/2018,1042826 - 0,970.20,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Regeneration & Economy,Main Contractor,Y021,09/01/2018,1042861 - 0,3300.00,Capital,20002369,RIDGE & PARTNERS LLP
OCC,Regeneration & Economy,General Contracted Services,D3401,16/01/2018,1042954 - 0,6815.05,Revenue,20017906,AECOM LTD
OCC,Regeneration & Economy,General Contracted Services,D3401,16/01/2018,1042955 - 0,578.00,Revenue,20006232,K DESIGN
OCC,Regeneration & Economy,Consultants Fees,D3411,23/01/2018,1043070 - 0,1200.00,Revenue,20016567,CARTER JONAS
OCC,Regeneration & Economy,Consultants Fees,D3411,23/01/2018,1043071 - 0,1000.00,Revenue,20010898,CLUTTONS
OCC,Regeneration & Economy,Consultants Fees,D3411,23/01/2018,1043072 - 0,2891.42,Revenue,20017937,FISHER GERMAN LLP
OCC,Regeneration & Economy,Counsel & External Legal Fees,D3417,23/01/2018,1043090 - 0,4326.95,Revenue,20018250,PINSENT MASONS LLP
OCC,Regeneration & Economy,Consultants Fees,D3411,23/01/2018,1043123 - 0,5020.00,Revenue,20017937,FISHER GERMAN LLP
OCC,Regeneration & Economy,Consultants Fees,D3411,30/01/2018,1043180 - 0,2121.00,Revenue,20017937,FISHER GERMAN LLP
OCC,Regeneration & Economy,Service Charges,B1821,16/01/2018,46296395 - 1,10925.14,Revenue,20017686,WORKMAN LLP
OCC,Regeneration & Economy,Service Charges,B1821,16/01/2018,46296395 - 2,1687.50,Revenue,20017686,WORKMAN LLP
OCC,Regeneration & Economy,Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 22,8138.15,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Regeneration & Economy,Electricity,B1501,16/01/2018,47022987 - 1,807.22,Revenue,20014571,OPUS ENERGY LTD
OCC,Regeneration & Economy,Electricity,B1501,16/01/2018,47023014 - 0,1565.43,Revenue,20011411,NPOWER
OCC,Regeneration & Economy,Electricity,B1501,30/01/2018,47023368 - 0,1198.79,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Regeneration & Economy,Electricity,B1501,30/01/2018,47023627 - 0,1786.56,Revenue,20019777,ENGIE POWER LTD
OCC,Regeneration & Economy,Electricity,B1501,30/01/2018,47023631 - 0,768.80,Revenue,20019777,ENGIE POWER LTD
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,16/01/2018,1039755 - 1,500.00,Revenue,20009179,STEVE CROSS PLUMBING & HEATING
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,16/01/2018,1039755 - 2,268.33,Revenue,20009179,STEVE CROSS PLUMBING & HEATING
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,09/01/2018,1040493 - 0,2829.00,Capital,20000227,GEORGE HENRY & CO RELAY LTD
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees - Site Survey,Y169,16/01/2018,1041778 - 0,2800.00,Capital,20013684,ATKINS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,09/01/2018,1041790 - 0,5200.00,Capital,20019646,"DREAMING SPIRES CONSTRUCTION LTD.,"
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,09/01/2018,1042245 - 0,1500.00,Revenue,20014403,POS ENTERPRISES LTD
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,09/01/2018,1042246 - 0,1450.00,Revenue,20014403,POS ENTERPRISES LTD
OCC,"Planning, Sustainable Dev & Regulatory",Main Contractor,Y021,09/01/2018,1042248 - 0,16921.44,Capital,20019682,ZETA SPECIALIST LIGHTING LTD
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,09/01/2018,1042301 - 0,20425.00,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,16/01/2018,1042386 - 0,416.67,Revenue,20018869,ATHEY & MASON PLUMBING & HEATING LTD
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,30/01/2018,1042420 - 0,39434.60,Revenue,20008132,ARCADIS LLP
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,09/01/2018,1042527 - 0,2698.99,Capital,20003233,AKW MEDICARE LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,09/01/2018,1042564 - 0,6000.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,09/01/2018,1042565 - 0,6400.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,09/01/2018,1042566 - 1,6400.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Special Events,D3807,09/01/2018,1042589 - 0,2950.00,Revenue,20019814,GREEN TV MEDIA LTD
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,09/01/2018,1042621 - 0,5495.00,Capital,20014420,C M RAYSON BUILDERS
OCC,"Planning, Sustainable Dev & Regulatory",Main Contractor,Y021,16/01/2018,1042639 - 0,6482.00,Capital,20013684,ATKINS LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,23/01/2018,1042650 - 0,14358.00,Revenue,20008848,LAND USE CONSULTANTS
OCC,"Planning, Sustainable Dev & Regulatory",Software Maintenance/Running Costs,D3513,09/01/2018,1042675 - 0,421.94,Revenue,20011588,CANON (UK) lTD
OCC,"Planning, Sustainable Dev & Regulatory",Software Maintenance/Running Costs,D3513,09/01/2018,1042675 - 1,421.94,Revenue,20011588,CANON (UK) lTD
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,23/01/2018,1042761 - 1,963.65,Revenue,20003218,BOC LTD
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,30/01/2018,1042784 - 0,6000.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,30/01/2018,1042785 - 0,6400.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,30/01/2018,1042786 - 0,6000.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,30/01/2018,1042787 - 0,6400.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,30/01/2018,1042788 - 0,6000.00,Revenue,20018276,DESIGN COUNCIL
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,30/01/2018,1042838 - 0,10575.00,Revenue,20016541,CENEX
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,16/01/2018,1042992 - 0,800.00,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",Energy Conservation,B1165,16/01/2018,1043003 - 0,10267.05,Revenue,20015211,FUSION LIFESTYLE
OCC,"Planning, Sustainable Dev & Regulatory",Energy Conservation,B1165,16/01/2018,1043004 - 0,35000.00,Revenue,20015211,FUSION LIFESTYLE
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,16/01/2018,1043020 - 0,5000.00,Capital,20015923,ABLE LIVING SOLUTIONS
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,30/01/2018,1043022 - 0,2698.99,Capital,20003233,AKW MEDICARE LIMITED
OCC,"Planning, Sustainable Dev & Regulatory",Staff Advertising,A0702,23/01/2018,1043132 - 0,1460.00,Revenue,20018315,HAYMARKET ADVERTISEMENT
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,30/01/2018,1043226 - 0,1885.00,Capital,20012692,FREECHOICE GROUP
OCC,"Planning, Sustainable Dev & Regulatory",Conferences,D3602,30/01/2018,1043266 - 0,2706.00,Revenue,20013769,FIROKA (OXFORD UNITED STADIUM) LTD
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,30/01/2018,1043364 - 0,5000.00,Capital,20019568,ASELFORD PLUMBING & HEATING
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,30/01/2018,1043364 - 1,500.00,Revenue,20019568,ASELFORD PLUMBING & HEATING
OCC,"Planning, Sustainable Dev & Regulatory",Grants-Private Persons,Y005,30/01/2018,1043364 - 2,360.00,Capital,20019568,ASELFORD PLUMBING & HEATING
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,16/01/2018,46296408 - 1,4615.00,Revenue,20008529,REEVES & PAIN FUNERAL SERVICE
OCC,"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 9,19736.06,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",Temporary Bureau Staffing,A0108,16/01/2018,46296428 - 23,2446.54,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,"Planning, Sustainable Dev & Regulatory",General Contracted Services,D3401,16/01/2018,46296439 - 1,3200.00,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",Consultants Fees,D3411,16/01/2018,46296467 - 1,830.00,Revenue,20000014,PLANNING APPLICATION REFUNDS
OCC,"Planning, Sustainable Dev & Regulatory",Licences,K9571,23/01/2018,46296514 - 1,1091.00,Revenue,20000017,ENVIRONMENTAL HEALTH REFUNDS
OCC,"Planning, Sustainable Dev & Regulatory",Grants/Donations/Contributions,K9141,30/01/2018,46296646 - 1,13323.00,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",Main Contractor,Y021,09/01/2018,48021850 - 1,2366.00,Capital,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",Other Miscellaneous Expenses,D3811,09/01/2018,48021850 - 2,500.00,Revenue,20000000,GENERAL EXPENSES
OCC,"Planning, Sustainable Dev & Regulatory",Other Miscellaneous Expenses,D3811,09/01/2018,48021850 - 3,500.00,Revenue,20000000,GENERAL EXPENSES
OCC,Housing Services,Temporary Bureau Staffing,A0108,30/01/2018,1041868 - 1,1110.00,Revenue,20018960,VENN GROUP
OCC,Housing Services,Temporary Bureau Staffing,A0108,30/01/2018,1042006 - 1,1110.00,Revenue,20018960,VENN GROUP
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042019 - 1,4980.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042020 - 1,2475.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042021 - 1,4680.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042022 - 1,2850.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042023 - 1,3000.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Homelessness Accommodation Lease Payments,D3611,09/01/2018,1042024 - 1,2850.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
OCC,Housing Services,Main Contractor,Y021,09/01/2018,1042135 - 0,2100.00,Capital,20009730,R & R FRONTLINE SERVICES LTD
OCC,Housing Services,Services Maintenance (Planned),B1103,16/01/2018,1042163 - 1,936.30,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042201 - 0,7893.51,Revenue,20012389,PUMPING  SOLUTIONS  (UK)  LTD
OCC,Housing Services,Temporary Bureau Staffing,A0108,09/01/2018,1042252 - 0,1121.25,Revenue,20019761,CODE RED ASSOCIATES LTD
OCC,Housing Services,Temporary Bureau Staffing,A0108,30/01/2018,1042278 - 1,1085.10,Revenue,20018960,VENN GROUP
OCC,Housing Services,Main Contractor,Y021,09/01/2018,1042315 - 0,8358.87,Capital,20017269,CROFT BUILDING & CONSERVATION LTD
OCC,Housing Services,General Contracted Services,D3401,09/01/2018,1042320 - 0,900.00,Revenue,20016440,ARTS AT THE OLD FIRE STATION
OCC,Housing Services,Temporary Bureau Staffing,A0108,30/01/2018,1042398 - 1,1065.00,Revenue,20018960,VENN GROUP
OCC,Housing Services,Reactive Maintenance & Minor Repairs,B1101,09/01/2018,1042423 - 0,1284.57,Revenue,20018710,CAN STRUCTURES LIMITED
OCC,Housing Services,Temporary Bureau Staffing,A0108,09/01/2018,1042435 - 0,1150.00,Revenue,20019761,CODE RED ASSOCIATES LTD
