Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46282041_1,695,Revenue,20000010_46282041,Redacted personal information
Oxford City Council,HRA,Special Events,D3807,00:00:00,46282095_1,1000,Revenue,20000010_46282095,Redacted personal information
Oxford City Council,HRA,Special Events,D3807,00:00:00,46282126_1,1500,Revenue,20000010_46282126,Redacted personal information
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46282146_1,900,Revenue,20000010_46282146,Redacted personal information
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46282148_1,1515,Revenue,20000010_46282148,Redacted personal information
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46282226_1,1425,Revenue,20000010_46282226,LANSBOROUGH LETTINGS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46282227_1,950,Revenue,20000010_46282227,LANSBOROUGH LETTINGS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,48020811_1,1700,Revenue,20000010_48020811,Redacted personal information
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281537_1,500,Revenue,20000018_46281537,Ace Property Services UK Ltd
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281537_2,100,Revenue,20000018_46281537,Ace Property Services UK Ltd
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281538_1,525,Revenue,20000018_46281538,Redacted personal information
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281538_2,71.9,Revenue,20000018_46281538,Redacted personal information
Oxford City Council,Housing and Property,Advertising & Publicity,D3802,00:00:00,46281565_1,645,Revenue,20000018_46281565,J E Property Management Ltd
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281568_1,500,Revenue,20000018_46281568,Ahmed Estates
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281568_2,70.5,Revenue,20000018_46281568,Ahmed Estates
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281569_1,500,Revenue,20000018_46281569,L V King Properties
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281569_2,112,Revenue,20000018_46281569,L V King Properties
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281636_1,600,Revenue,20000018_46281636,Hamlets West End Lettings
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281636_2,75,Revenue,20000018_46281636,Hamlets West End Lettings
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281637_1,600,Revenue,20000018_46281637,Hamlets West End Lettings
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281637_2,75,Revenue,20000018_46281637,Hamlets West End Lettings
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281638_1,480,Revenue,20000018_46281638,Naylor Powell Estate Agents
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281638_2,75,Revenue,20000018_46281638,Naylor Powell Estate Agents
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281703_1,500,Revenue,20000018_46281703,ACE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281703_2,100,Revenue,20000018_46281703,ACE PROPERTY SERVICES
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281714_1,525,Revenue,20000018_46281714,Redacted personal information
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46281714_2,71.9,Revenue,20000018_46281714,Redacted personal information
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281784_1,675,Revenue,20000018_46281784,HAMLETS WEST END LETTINGS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281785_1,675,Revenue,20000018_46281785,HAMLETS WEST END LETTINGS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,00:00:00,46281845_1,2025,Revenue,20000018_46281845,Redacted personal information
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46282035_1,1800,Revenue,20000018_46282035,HAMLETS WEST END LETTINGS
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46282035_2,276.92,Revenue,20000018_46282035,HAMLETS WEST END LETTINGS
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46282036_1,1981.52,Revenue,20000018_46282036,PETER BALL & CO LTD
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46282037_1,1440,Revenue,20000018_46282037,NAYLOR POWELL
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46282092_1,550,Revenue,20000018_46282092,JOHNSONS PROPERTY CONSULTANTS LLP
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46282093_1,550,Revenue,20000018_46282093,JOHNSONS PROPERTY CONSULTANTS LLP
Oxford City Council,Housing and Property,Advertising & Publicity,D3802,00:00:00,46282138_1,588,Revenue,20000018_46282138,Redacted personal information
Oxford City Council,Housing and Property,Homeless Prevention,D3426,00:00:00,46282213_1,1790.7,Revenue,20000018_46282213,Redacted personal information
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,00:00:00,46281587_1,3000,Revenue,20000019_46281587,Word Fountain Ministries
Oxford City Council,"Leisure, Parks & Communities",Other Miscellaneous Expenses,D3811,00:00:00,46281646_1,500,Revenue,20000019_46281646,East Oxford Cricket Club
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,00:00:00,46281821_1,800,Revenue,20000019_46281821,Oxford Hindu Temple & Community Centre Project
Oxford City Council,"Leisure, Parks & Communities",Instructors & Coaching Fees,D3413,00:00:00,46281883_1,900,Revenue,20000019_46281883,FARINGDON COMMUNITY COLLEGE
Oxford City Council,"Leisure, Parks & Communities",Other Miscellaneous Expenses,D3811,00:00:00,46281970_1,500,Revenue,20000019_46281970,THE OXFORD FOODBANK
Oxford City Council,"Leisure, Parks & Communities",Other Miscellaneous Expenses,D3811,00:00:00,46281972_1,500,Revenue,20000019_46281972,DINNERTIME
Oxford City Council,Business Improvement & Technology,Commission/Discount,K9472,00:00:00,46281557_1,-1289.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,00:00:00,46281557_10,2937.41,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,00:00:00,46281557_11,7081.27,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_12,1412.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_13,24688.02,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_14,31925.89,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_15,3538,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,00:00:00,46281557_16,3326.4,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,00:00:00,46281557_17,1870.75,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_18,994.94,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_19,19311.4,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Holding Accounts & Other Funds,Difference A/c,Z910198,00:00:00,46281557_2,0.02,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_20,12925.71,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_21,33236.79,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_22,4624.67,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_23,3711.95,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,00:00:00,46281557_24,12876.28,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Policy, Culture and Communication",Main Contractor,Y021,00:00:00,46281557_25,4074.84,Capital,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_26,6321.73,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_27,490.77,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_28,9200,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Leisure, Parks & Communities",Temporary Bureau Staffing,A0108,00:00:00,46281557_29,8554.98,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Human Resources & Facilities,Temporary Bureau Staffing,A0108,00:00:00,46281557_3,2554.66,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108,00:00:00,46281557_30,1333.78,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Policy, Culture and Communication",Temporary Bureau Staffing,A0108,00:00:00,46281557_31,1289.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,00:00:00,46281557_32,658.72,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,00:00:00,46281557_33,12413.7,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,00:00:00,46281557_34,8011.6,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_35,1605.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_36,1995.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_37,1569.86,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_38,1823.67,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_39,2032.93,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,00:00:00,46281557_4,4045.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_40,15184.99,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_41,10430.21,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_42,2807.99,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_43,1695.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_44,1665.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,00:00:00,46281557_45,2892.57,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,00:00:00,46281557_46,999.7,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,00:00:00,46281557_5,4699,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,00:00:00,46281557_6,8601.9,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,00:00:00,46281557_7,5125.05,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,00:00:00,46281557_8,4261.1,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,00:00:00,46281557_9,59781.84,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Commission/Discount,K9472,00:00:00,46281663_1,-858.22,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,00:00:00,46281663_10,2904.71,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,00:00:00,46281663_11,3066.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281663_12,1402.93,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281663_13,4958.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281663_14,11282.01,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281663_15,95,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,00:00:00,46281663_16,2231,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,00:00:00,46281663_17,1280.7,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281663_18,1738.19,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,00:00:00,46281663_19,1485.67,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Holding Accounts & Other Funds,Difference A/c,Z910198,00:00:00,46281663_2,0.02,Revenue,20000200,CHAMPION EMPLOYMENT LTD
