body_name,organisational_unit,expenditure_category,expenditure_code,paid_date,trans_no,amount,caporrev,supplier_id,supplier_name
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280220_2,126.95,Revenue,20000010_46280220,SPRINGERS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280262_1,500.00,Revenue,20000010_46280262,ACE PROPERTY SERVICES UK LTD
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280263_1,900.00,Revenue,20000010_46280263,ACE PROPERTY SERVICES UK LTD
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280264_1,500.00,Revenue,20000010_46280264,ACE PROPERTY SERVICES UK LTD
Oxford City Council,Housing and Property,Homeless Prevention,D3426,11/02/2014,46280273_1,500.00,Revenue,20000010_46280273,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,11/02/2014,46280282_1,1000.00,Revenue,20000010_46280282,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280286_1,700.00,Revenue,20000010_46280286,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280287_1,969.23,Revenue,20000010_46280287,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280288_1,750.00,Revenue,20000010_46280288,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280290_1,911.68,Revenue,20000010_46280290,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280291_1,1700.00,Revenue,20000010_46280291,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/02/2014,46280292_1,1800.00,Revenue,20000010_46280292,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/02/2014,46280339_1,862.33,Revenue,20000010_46280339,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/02/2014,46280340_1,1726.66,Revenue,20000010_46280340,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/02/2014,46280341_1,862.33,Revenue,20000010_46280341,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,18/02/2014,46280342_1,500.00,Revenue,20000010_46280342,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/02/2014,46280345_1,1000.00,Revenue,20000010_46280345,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/02/2014,46280346_1,1100.00,Revenue,20000010_46280346,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/02/2014,46280347_1,1100.00,Revenue,20000010_46280347,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,18/02/2014,46280350_1,1000.00,Revenue,20000010_46280350,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/02/2014,46280419_1,975.00,Revenue,20000010_46280419,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,25/02/2014,46280420_1,1000.00,Revenue,20000010_46280420,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,25/02/2014,46280422_1,850.00,Revenue,20000010_46280422,Redacted personal data
Oxford City Council,HRA,Special Events,D3807,25/02/2014,46280423_1,1500.00,Revenue,20000010_46280423,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,25/02/2014,46280424_1,1800.00,Revenue,20000010_46280424,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/02/2014,46280425_1,950.00,Revenue,20000010_46280425,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/02/2014,46280432_1,1237.50,Revenue,20000010_46280432,GRIFFITH & PARTNERS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/02/2014,46280433_1,825.00,Revenue,20000010_46280433,GRIFFITH & PARTNERS
Oxford City Council,HRA,Special Events,D3807,25/02/2014,46280435_1,1580.79,Revenue,20000010_46280435,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/02/2014,46280436_1,850.00,Revenue,20000010_46280436,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,25/02/2014,46280437_1,950.00,Revenue,20000010_46280437,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,04/03/2014,46280541_1,1000.00,Revenue,20000010_46280541,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/03/2014,46280677_1,895.00,Revenue,20000010_46280677,Redacted personal data
Oxford City Council,Housing and Property,Homeless Prevention,D3426,11/03/2014,46280678_1,840.00,Revenue,20000010_46280678,Redacted personal data
Oxford City Council,Housing and Property,DAAT,F5031,11/03/2014,46280680_1,1350.00,Revenue,20000010_46280680,Redacted personal data
Oxford City Council,HRA,Special Events,D3807,18/03/2014,46280803_1,662.40,Revenue,20000010_46280803,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/03/2014,46280836_1,500.00,Revenue,20000010_46280836,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/03/2014,46280838_1,1100.00,Revenue,20000010_46280838,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,18/03/2014,46280839_1,1650.00,Revenue,20000010_46280839,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/03/2014,46280943_1,850.00,Revenue,20000010_46280943,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/03/2014,46280973_1,950.00,Revenue,20000010_46280973,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/03/2014,46280990_1,725.00,Revenue,20000010_46280990,LANSBOROUGH LETTINGS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/03/2014,46280991_1,1087.50,Revenue,20000010_46280991,LANSBOROUGH LETTINGS
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/03/2014,46280992_1,712.00,Revenue,20000010_46280992,Redacted personal data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,28/01/2014,46280053_1,600.00,Revenue,20000018_46280053,ACE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,28/01/2014,46280054_1,600.00,Revenue,20000018_46280054,ACE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,25/02/2014,46280396_1,625.00,Revenue,20000018_46280396,CLEEVE RESIDENTIAL LETTING
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,04/03/2014,46280502_1,500.00,Revenue,20000018_46280502,ACE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,04/03/2014,46280502_2,100.00,Revenue,20000018_46280502,ACE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,04/03/2014,46280503_1,500.00,Revenue,20000018_46280503,AHMED ESTATES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,04/03/2014,46280503_2,70.50,Revenue,20000018_46280503,AHMED ESTATES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,04/03/2014,46280534_1,550.00,Revenue,20000018_46280534,SAMUEL & CO ASSOCIATES LTD
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,11/03/2014,46280605_1,651.95,Revenue,20000018_46280605,SPRINGERS (GREAT BARR) LTD
Oxford City Council,City Development,Staff Advertising,A0702,14/01/2014,1002756_1,1675.35,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Commission/Discount,K9472,14/01/2014,46279694_1,-856.74,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,14/01/2014,46279694_10,1620.39,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,14/01/2014,46279694_11,2749.30,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,14/01/2014,46279694_12,2664.25,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,14/01/2014,46279694_13,5085.31,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_14,1343.28,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_15,4144.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_16,23569.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_17,4266.08,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,14/01/2014,46279694_18,1591.92,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Human Resources & Facilities,Temporary Bureau Staffing,A0108,14/01/2014,46279694_19,472.45,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Holding Accounts & Other Funds,Difference A/c,Z910198,14/01/2014,46279694_2,0.01,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,14/01/2014,46279694_20,8718.24,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,14/01/2014,46279694_21,8098.49,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,14/01/2014,46279694_22,13424.63,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,14/01/2014,46279694_23,4352.14,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,14/01/2014,46279694_24,2879.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,14/01/2014,46279694_25,2408.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,14/01/2014,46279694_26,1816.97,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,14/01/2014,46279694_27,1433.43,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_28,2620.05,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Leisure, Parks & Communities",Temporary Bureau Staffing,A0108,14/01/2014,46279694_29,7076.87,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Human Resources & Facilities,Temporary Bureau Staffing,A0108,14/01/2014,46279694_3,727.85,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108,14/01/2014,46279694_30,1352.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Policy, Culture and Communication",Temporary Bureau Staffing,A0108,14/01/2014,46279694_31,1133.11,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,14/01/2014,46279694_32,3356.51,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,14/01/2014,46279694_33,10487.04,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,14/01/2014,46279694_34,6258.75,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_35,1790.24,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_36,1767.11,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_37,919.30,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_38,800.46,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,14/01/2014,46279694_39,774.47,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Human Resources & Facilities,Temporary Bureau Staffing,A0108,14/01/2014,46279694_4,6816.37,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_40,1324.73,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_41,15207.59,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_42,2642.19,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_43,8182.47,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_44,478.17,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_45,752.58,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,14/01/2014,46279694_46,1573.23,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,14/01/2014,46279694_47,50.45,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,14/01/2014,46279694_5,6742.05,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,14/01/2014,46279694_6,5827.50,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,14/01/2014,46279694_7,3420.62,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,14/01/2014,46279694_8,1596.45,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,14/01/2014,46279694_9,29400.70,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Commission/Discount,K9472,18/02/2014,46280378_1,-1253.97,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,18/02/2014,46280378_10,6696.86,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,18/02/2014,46280378_11,8926.71,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Business Improvement & Technology,Temporary Bureau Staffing,A0108,18/02/2014,46280378_12,7920.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,18/02/2014,46280378_13,4803.28,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,18/02/2014,46280378_14,514.42,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Finance,Temporary Bureau Staffing,A0108,18/02/2014,46280378_15,3187.81,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,18/02/2014,46280378_16,2366.40,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,18/02/2014,46280378_17,15643.60,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,18/02/2014,46280378_18,10321.38,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,18/02/2014,46280378_19,359.06,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Policy, Culture and Communication",Temporary Bureau Staffing,A0108,18/02/2014,46280378_2,116.68,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Customer Services,Temporary Bureau Staffing,A0108,18/02/2014,46280378_20,4611.50,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,18/02/2014,46280378_21,3018.79,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Transformation,Temporary Bureau Staffing,A0108,18/02/2014,46280378_22,2179.13,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_23,1754.57,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_24,10987.42,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_25,2351.48,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_26,7008.02,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_27,2777.23,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_28,19511.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_29,9271.82,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Human Resources & Facilities,Temporary Bureau Staffing,A0108,18/02/2014,46280378_3,9435.55,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Environmental Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_30,3159.63,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,18/02/2014,46280378_31,1154.61,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,18/02/2014,46280378_32,14201.30,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,18/02/2014,46280378_33,2305.11,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,18/02/2014,46280378_34,1665.88,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_35,4924.46,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,City Development,Temporary Bureau Staffing,A0108,18/02/2014,46280378_36,2870.00,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Leisure, Parks & Communities",Temporary Bureau Staffing,A0108,18/02/2014,46280378_37,1725.51,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Leisure, Parks & Communities",Temporary Bureau Staffing,A0108,18/02/2014,46280378_38,3634.79,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Law and Governance,Temporary Bureau Staffing,A0108,18/02/2014,46280378_39,1693.91,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,Regeneration and Major Projects Team,Temporary Bureau Staffing,A0108,18/02/2014,46280378_4,3.30,Revenue,20000200,CHAMPION EMPLOYMENT LTD
Oxford City Council,"Policy, Culture and Communication",Temporary Bureau Staffing,A0108,18/02/2014,46280378_40,1308.26,Revenue,20000200,CHAMPION EMPLOYMENT LTD
